ridership_route_code,current_garage,year_month,day_type,on_time_percent,avg_riders,day_count,daily_trip_dist,daily_trip_count,year,month,current_garage_code,day_type_code
086,East Liberty,202007,SUN.,0.6525,851,5,1697.472,192,2020,07,1,1
086,East Liberty,202007,WEEKDAY,0.6015,1232,23,1167.012,132,2020,07,1,2
087,East Liberty,202007,SAT.,0.6904,356,3,1074.192,138,2020,07,1,0
087,East Liberty,202007,SUN.,0.8521,125,5,467.04,60,2020,07,1,1
087,East Liberty,202007,WEEKDAY,0.7609,823,23,1954.428,249,2020,07,1,2
088,East Liberty,202007,SAT.,0.601,752,3,1491.012,252,2020,07,1,0
088,East Liberty,202007,SUN.,0.6163,654,5,1304.862,222,2020,07,1,1
088,East Liberty,202007,WEEKDAY,0.6456,1119,23,1028.91,174,2020,07,1,2
089,East Liberty,202007,SAT.,0.8284,125,3,450.912,132,2020,07,1,0
089,East Liberty,202007,SUN.,0.8942,88,5,348.432,102,2020,07,1,1
089,East Liberty,202007,WEEKDAY,0.8265,169,23,471.408,138,2020,07,1,2
091,Ross,202007,SAT.,0.5757,963,3,2783.505,267,2020,07,3,0
091,Ross,202007,SUN.,0.5743,587,5,1907.295,183,2020,07,3,1
091,Ross,202007,WEEKDAY,0.66,1627,23,4367.925,420,2020,07,3,2
093,West Mifflin,202007,WEEKDAY,0.6574,696,23,2114.244,198,2020,07,4,2
G2,Collier,202007,SAT.,0.8918,544,3,1494.624,192,2020,07,0,0
G2,Collier,202007,SUN.,0.8455,386,5,1494.624,192,2020,07,0,1
G2,Collier,202007,WEEKDAY,0.8034,947,23,2382.057,306,2020,07,0,2
G3,Collier,202007,WEEKDAY,0.7181,143,23,1428.876,78,2020,07,0,2
G31,Collier,202007,WEEKDAY,0.5209,80,23,520.548,42,2020,07,0,2
O1,Ross,202007,WEEKDAY,0.692,113,23,444.861,66,2020,07,3,2
O12,Ross,202007,WEEKDAY,0.5763,200,23,1164.291,87,2020,07,3,2
O5,Ross,202007,WEEKDAY,0.6496,18,23,296.1,18,2020,07,3,2
P1,East Liberty,202007,SAT.,0.7879,2049,3,3287.208,348,2020,07,1,0
P1,East Liberty,202007,SUN.,0.832,1413,5,2550.42,270,2020,07,1,1
P1,East Liberty,202007,WEEKDAY,0.845,3285,23,2832.42,300,2020,07,1,2
P10,East Liberty,202007,WEEKDAY,0.6983,138,23,1084.491,42,2020,07,1,2
P12,East Liberty,202007,WEEKDAY,0.6949,111,23,1449.867,66,2020,07,1,2
P13,Ross,202007,WEEKDAY,0.6687,33,23,385.665,27,2020,07,3,2
P16,East Liberty,202007,WEEKDAY,0.6843,181,23,1383.771,69,2020,07,1,2
P17,East Liberty,202007,WEEKDAY,0.817,116,23,469.581,42,2020,07,1,2
P3,West Mifflin,202007,WEEKDAY,0.8329,652,23,1650.588,198,2020,07,4,2
P67,East Liberty,202007,WEEKDAY,0.6677,89,23,503.238,36,2020,07,1,2
P68,East Liberty,202007,SAT.,0.6889,469,3,1344.168,72,2020,07,1,0
P68,East Liberty,202007,SUN.,0.6121,274,5,1232.154,66,2020,07,1,1
P68,East Liberty,202007,WEEKDAY,0.7108,667,23,2294.925,147,2020,07,1,2
P69,East Liberty,202007,WEEKDAY,0.7149,108,23,455.976,36,2020,07,1,2
P7,West Mifflin,202007,WEEKDAY,0.7404,226,23,1120.086,66,2020,07,4,2
P71,East Liberty,202007,WEEKDAY,0.6934,56,23,463.992,54,2020,07,1,2
P76,West Mifflin,202007,WEEKDAY,0.7537,175,23,1034.829,63,2020,07,4,2
P78,East Liberty,202007,WEEKDAY,0.7094,484,23,2179.989,132,2020,07,1,2
Y1,West Mifflin,202007,WEEKDAY,0.6955,68,23,463.389,51,2020,07,4,2
Y45,West Mifflin,202007,WEEKDAY,0.6953,51,23,449.874,54,2020,07,4,2
Y46,West Mifflin,202007,SAT.,0.8409,421,3,1875.324,96,2020,07,4,0
Y46,West Mifflin,202007,SUN.,0.6997,320,5,1757.922,90,2020,07,4,1
Y46,West Mifflin,202007,WEEKDAY,0.6555,749,23,3104.082,162,2020,07,4,2
Y47,West Mifflin,202007,SAT.,0.6954,265,3,1233.765,90,2020,07,4,0
Y47,West Mifflin,202007,WEEKDAY,0.646,441,23,1974.024,144,2020,07,4,2
Y49,West Mifflin,202007,SAT.,0.7322,416,3,1219.905,90,2020,07,4,0
Y49,West Mifflin,202007,SUN.,0.611,300,5,975.924,72,2020,07,4,1
Y49,West Mifflin,202007,WEEKDAY,0.6806,554,23,1951.848,144,2020,07,4,2
019L,Ross,202008,WEEKDAY,0.5276,113,21,318.696,33,2020,08,3,2
019L,Ross,202008,WEEKDAY,0.5276,113,21,202.797,21,2020,08,3,2
028X,East Liberty,202008,SAT.,0.594,814,5,6790.746,240,2020,08,1,0
028X,East Liberty,202008,SAT.,0.594,814,5,2263.582,80,2020,08,1,0
028X,East Liberty,202008,SUN.,0.6304,626,5,6796.848,240,2020,08,1,1
028X,East Liberty,202008,SUN.,0.6304,626,5,2262.904,80,2020,08,1,1
028X,East Liberty,202008,WEEKDAY,0.6951,723,21,6774.924,240,2020,08,1,2
028X,East Liberty,202008,WEEKDAY,0.6951,723,21,2258.308,80,2020,08,1,2
051L,West Mifflin,202008,WEEKDAY,0.7812,181,21,258.459,57,2020,08,4,2
051L,West Mifflin,202008,WEEKDAY,0.7812,181,21,122.271,26,2020,08,4,2
052L,West Mifflin,202008,WEEKDAY,0.6341,130,21,818.214,72,2020,08,4,2
052L,West Mifflin,202008,WEEKDAY,0.6341,130,21,272.738,24,2020,08,4,2
053L,West Mifflin,202008,WEEKDAY,0.7002,563,21,2262.48,126,2020,08,4,2
053L,West Mifflin,202008,WEEKDAY,0.7002,563,21,924.618,55,2020,08,4,2
061A,West Mifflin,202008,SAT.,0.731,1216,5,3271.98,264,2020,08,4,0
061A,West Mifflin,202008,SAT.,0.731,1216,5,1090.66,88,2020,08,4,0
061A,West Mifflin,202008,SUN.,0.7355,909,5,2387.814,192,2020,08,4,1
061A,West Mifflin,202008,SUN.,0.7355,909,5,795.938,64,2020,08,4,1
061A,West Mifflin,202008,WEEKDAY,0.7415,1591,21,2662.512,216,2020,08,4,2
061A,West Mifflin,202008,WEEKDAY,0.7415,1591,21,1362.393,110,2020,08,4,2
061B,West Mifflin,202008,SAT.,0.6969,1036,5,2973.597,294,2020,08,4,0
061B,West Mifflin,202008,SAT.,0.6969,1036,5,991.199,98,2020,08,4,0
061B,West Mifflin,202008,SUN.,0.7193,724,5,2027.844,198,2020,08,4,1
061B,West Mifflin,202008,SUN.,0.7193,724,5,675.948,66,2020,08,4,1
061B,West Mifflin,202008,WEEKDAY,0.7117,1116,21,2307.201,228,2020,08,4,2
061B,West Mifflin,202008,WEEKDAY,0.7117,1116,21,1157.172,114,2020,08,4,2
061C,West Mifflin,202008,SAT.,0.7258,1775,5,4235.922,282,2020,08,4,0
061C,West Mifflin,202008,SAT.,0.7258,1775,5,1411.974,94,2020,08,4,0
061C,West Mifflin,202008,SUN.,0.684,1340,5,2974.158,198,2020,08,4,1
061C,West Mifflin,202008,SUN.,0.684,1340,5,991.386,66,2020,08,4,1
061C,West Mifflin,202008,WEEKDAY,0.6906,1839,21,3334.662,222,2020,08,4,2
061C,West Mifflin,202008,WEEKDAY,0.6906,1839,21,1712.394,114,2020,08,4,2
061D,West Mifflin,202008,SAT.,0.7109,1109,5,2738.472,276,2020,08,4,0
061D,West Mifflin,202008,SAT.,0.7109,1109,5,912.824,92,2020,08,4,0
061D,West Mifflin,202008,SUN.,0.7265,817,5,1726.428,174,2020,08,4,1
061D,West Mifflin,202008,SUN.,0.7265,817,5,575.476,58,2020,08,4,1
061D,West Mifflin,202008,WEEKDAY,0.7189,1257,21,2202.684,222,2020,08,4,2
061D,West Mifflin,202008,WEEKDAY,0.7189,1257,21,1265.065,135,2020,08,4,2
071A,East Liberty,202008,SAT.,0.6786,1171,5,1678.068,252,2020,08,1,0
071A,East Liberty,202008,SAT.,0.6786,1171,5,559.356,84,2020,08,1,0
071A,East Liberty,202008,SUN.,0.7836,766,5,1158.666,174,2020,08,1,1
071A,East Liberty,202008,SUN.,0.7836,766,5,386.222,58,2020,08,1,1
071A,East Liberty,202008,WEEKDAY,0.7359,1526,21,1438.344,216,2020,08,1,2
071A,East Liberty,202008,WEEKDAY,0.7359,1526,21,905.792,136,2020,08,1,2
071B,East Liberty,202008,SAT.,0.7347,791,5,1538.886,228,2020,08,1,0
071B,East Liberty,202008,SAT.,0.7347,791,5,512.962,76,2020,08,1,0
071B,East Liberty,202008,SUN.,0.7171,553,5,1093.419,162,2020,08,1,1
071B,East Liberty,202008,SUN.,0.7171,553,5,364.473,54,2020,08,1,1
071B,East Liberty,202008,WEEKDAY,0.7171,961,21,1406.112,204,2020,08,1,2
071B,East Liberty,202008,WEEKDAY,0.7171,961,21,903.007,131,2020,08,1,2
071C,East Liberty,202008,SAT.,0.5449,1375,5,1909.764,216,2020,08,1,0
071C,East Liberty,202008,SAT.,0.5449,1375,5,636.588,72,2020,08,1,0
071C,East Liberty,202008,SUN.,0.6186,974,5,1432.323,162,2020,08,1,1
071C,East Liberty,202008,SUN.,0.6186,974,5,477.441,54,2020,08,1,1
071C,East Liberty,202008,WEEKDAY,0.6795,1480,21,1644.519,186,2020,08,1,2
071C,East Liberty,202008,WEEKDAY,0.6795,1480,21,1078.663,122,2020,08,1,2
071D,East Liberty,202008,SAT.,0.7248,769,5,1927.341,234,2020,08,1,0
071D,East Liberty,202008,SAT.,0.7248,769,5,642.447,78,2020,08,1,0
071D,East Liberty,202008,SUN.,0.7189,556,5,1433.151,174,2020,08,1,1
071D,East Liberty,202008,SUN.,0.7189,556,5,477.717,58,2020,08,1,1
071D,East Liberty,202008,WEEKDAY,0.7055,967,21,1729.665,210,2020,08,1,2
071D,East Liberty,202008,WEEKDAY,0.7055,967,21,1079.382,131,2020,08,1,2
001,Ross,202008,SAT.,0.4884,759,5,2206.944,90,2020,08,3,0
001,Ross,202008,SAT.,0.4884,759,5,735.648,30,2020,08,3,0
001,Ross,202008,SUN.,0.5324,618,5,1912.416,78,2020,08,3,1
001,Ross,202008,SUN.,0.5324,618,5,637.472,26,2020,08,3,1
001,Ross,202008,WEEKDAY,0.5884,1000,21,3088.512,126,2020,08,3,2
001,Ross,202008,WEEKDAY,0.5884,1000,21,1176.768,48,2020,08,3,2
011,Ross,202008,SAT.,0.7202,128,5,302.835,78,2020,08,3,0
011,Ross,202008,SAT.,0.7202,128,5,100.945,26,2020,08,3,0
011,Ross,202008,SUN.,0.8871,73,5,209.655,54,2020,08,3,1
011,Ross,202008,SUN.,0.8871,73,5,69.885,18,2020,08,3,1
011,Ross,202008,WEEKDAY,0.7865,276,21,419.31,108,2020,08,3,2
011,Ross,202008,WEEKDAY,0.7865,276,21,194.125,50,2020,08,3,2
012,Ross,202008,SAT.,0.4918,771,5,2687.184,156,2020,08,3,0
012,Ross,202008,SAT.,0.4918,771,5,891.461,52,2020,08,3,0
012,Ross,202008,SUN.,0.6085,540,5,2334.024,135,2020,08,3,1
012,Ross,202008,SUN.,0.6085,540,5,774.402,45,2020,08,3,1
012,Ross,202008,WEEKDAY,0.676,645,21,1996.146,117,2020,08,3,2
012,Ross,202008,WEEKDAY,0.676,645,21,766.499,45,2020,08,3,2
013,Ross,202008,SAT.,0.6236,813,5,2149.182,222,2020,08,3,0
013,Ross,202008,SAT.,0.6236,813,5,716.394,74,2020,08,3,0
013,Ross,202008,SUN.,0.7541,414,5,1216.686,126,2020,08,3,1
013,Ross,202008,SUN.,0.7541,414,5,405.562,42,2020,08,3,1
013,Ross,202008,WEEKDAY,0.7109,1034,21,1273.992,132,2020,08,3,2
013,Ross,202008,WEEKDAY,0.7109,1034,21,810.734,84,2020,08,3,2
014,Ross,202008,SAT.,0.7462,288,5,1698.198,102,2020,08,3,0
014,Ross,202008,SAT.,0.7462,288,5,566.066,34,2020,08,3,0
014,Ross,202008,SUN.,0.7954,206,5,1498.41,90,2020,08,3,1
014,Ross,202008,SUN.,0.7954,206,5,499.47,30,2020,08,3,1
014,Ross,202008,WEEKDAY,0.7086,653,21,1897.986,114,2020,08,3,2
014,Ross,202008,WEEKDAY,0.7086,653,21,1232.52,74,2020,08,3,2
015,Ross,202008,SAT.,0.6971,457,5,843.975,150,2020,08,3,0
015,Ross,202008,SAT.,0.6971,457,5,281.325,50,2020,08,3,0
015,Ross,202008,SUN.,0.6661,274,5,540.144,96,2020,08,3,1
015,Ross,202008,SUN.,0.6661,274,5,180.048,32,2020,08,3,1
015,Ross,202008,WEEKDAY,0.7729,480,21,742.698,132,2020,08,3,2
015,Ross,202008,WEEKDAY,0.7729,480,21,331.892,59,2020,08,3,2
016,Ross,202008,SAT.,0.7529,1158,5,1924.962,276,2020,08,3,0
016,Ross,202008,SAT.,0.7529,1158,5,641.654,92,2020,08,3,0
016,Ross,202008,SUN.,0.7178,875,5,1506.492,216,2020,08,3,1
016,Ross,202008,SUN.,0.7178,875,5,502.164,72,2020,08,3,1
016,Ross,202008,WEEKDAY,0.7731,1816,21,1590.186,228,2020,08,3,2
016,Ross,202008,WEEKDAY,0.7731,1816,21,969.405,139,2020,08,3,2
017,Ross,202008,SAT.,0.6624,337,5,1202.256,132,2020,08,3,0
017,Ross,202008,SAT.,0.6624,337,5,400.752,44,2020,08,3,0
017,Ross,202008,SUN.,0.6504,306,5,1202.256,132,2020,08,3,1
017,Ross,202008,SUN.,0.6504,306,5,400.752,44,2020,08,3,1
017,Ross,202008,WEEKDAY,0.6978,674,21,1092.96,120,2020,08,3,2
017,Ross,202008,WEEKDAY,0.6978,674,21,601.128,66,2020,08,3,2
018,Ross,202008,WEEKDAY,0.9471,37,21,208.125,69,2020,08,3,2
018,Ross,202008,WEEKDAY,0.9471,37,21,69.375,23,2020,08,3,2
002,Ross,202008,SAT.,0.6154,49,5,347.49,66,2020,08,3,0
002,Ross,202008,SAT.,0.6154,49,5,115.83,22,2020,08,3,0
002,Ross,202008,SUN.,0.4653,35,5,252.72,48,2020,08,3,1
002,Ross,202008,SUN.,0.4653,35,5,84.24,16,2020,08,3,1
002,Ross,202008,WEEKDAY,0.5782,470,21,2141.238,114,2020,08,3,2
002,Ross,202008,WEEKDAY,0.5782,470,21,994.512,53,2020,08,3,2
020,Collier,202008,WEEKDAY,0.729,218,21,1569.372,102,2020,08,0,2
021,Collier,202008,SAT.,0.6174,403,5,1776.06,114,2020,08,0,0
021,Collier,202008,SUN.,0.611,324,5,1776.06,114,2020,08,0,1
021,Collier,202008,WEEKDAY,0.73,652,21,2817.924,183,2020,08,0,2
022,Collier,202008,SAT.,0.5364,223,5,684.723,78,2020,08,0,0
022,Collier,202008,WEEKDAY,0.6846,381,21,1158.762,132,2020,08,0,2
024,Collier,202008,SAT.,0.6363,717,5,1972.146,132,2020,08,0,0
024,Collier,202008,SUN.,0.642,522,5,1703.217,114,2020,08,0,1
024,Collier,202008,WEEKDAY,0.6651,840,21,1442.676,96,2020,08,0,2
026,Collier,202008,SAT.,0.7659,366,5,768.096,108,2020,08,0,0
026,Collier,202008,SUN.,0.7757,228,5,594.042,84,2020,08,0,1
026,Collier,202008,WEEKDAY,0.8255,518,21,1024.128,144,2020,08,0,2
027,Collier,202008,SAT.,0.8049,394,5,840.786,102,2020,08,0,0
027,Collier,202008,SUN.,0.694,308,5,787.002,96,2020,08,0,1
027,Collier,202008,WEEKDAY,0.8182,527,21,1186.992,144,2020,08,0,2
029,Collier,202008,WEEKDAY,0.5437,491,21,1844.262,102,2020,08,0,2
031,Collier,202008,SAT.,0.515,487,5,1260.159,102,2020,08,0,0
031,Collier,202008,SUN.,0.5906,340,5,1186.032,96,2020,08,0,1
031,Collier,202008,WEEKDAY,0.6031,649,21,1704.921,138,2020,08,0,2
036,Collier,202008,WEEKDAY,0.6641,175,21,916.02,90,2020,08,0,2
038,Collier,202008,SAT.,0.7176,163,5,820.848,84,2020,08,0,0
038,Collier,202008,SUN.,0.7298,102,5,703.584,72,2020,08,0,1
038,Collier,202008,WEEKDAY,0.708,477,21,3341.004,321,2020,08,0,2
039,Collier,202008,SAT.,0.7961,123,5,469.38,75,2020,08,0,0
039,Collier,202008,WEEKDAY,0.721,428,21,1221.36,198,2020,08,0,2
004,Ross,202008,SAT.,0.7396,111,5,594.906,78,2020,08,3,0
004,Ross,202008,SAT.,0.7396,111,5,198.302,26,2020,08,3,0
004,Ross,202008,WEEKDAY,0.7454,218,21,823.716,108,2020,08,3,2
004,Ross,202008,WEEKDAY,0.7454,218,21,350.842,46,2020,08,3,2
040,Collier,202008,SAT.,0.683,91,5,476.952,84,2020,08,0,0
040,Collier,202008,SUN.,0.854,72,5,442.884,78,2020,08,0,1
040,Collier,202008,WEEKDAY,0.7402,214,21,784.254,138,2020,08,0,2
041,Collier,202008,SAT.,0.6955,254,5,1281.636,108,2020,08,0,0
041,Collier,202008,SUN.,0.6077,142,5,854.424,72,2020,08,0,1
041,Collier,202008,WEEKDAY,0.7275,523,21,1780.05,150,2020,08,0,2
043,Collier,202008,SAT.,0.6949,137,5,551.394,108,2020,08,0,0
043,Collier,202008,SUN.,0.7184,110,5,490.128,96,2020,08,0,1
043,Collier,202008,WEEKDAY,0.7828,237,21,490.128,96,2020,08,0,2
044,Collier,202008,SAT.,0.6606,135,5,511.56,84,2020,08,0,0
044,Collier,202008,SUN.,0.7131,111,5,511.56,84,2020,08,0,1
044,Collier,202008,WEEKDAY,0.723,411,21,1254.042,108,2020,08,0,2
048,Collier,202008,SAT.,0.6745,951,5,1358.64,222,2020,08,0,0
048,Collier,202008,SUN.,0.7316,518,5,807.84,132,2020,08,0,1
048,Collier,202008,WEEKDAY,0.752,1143,21,844.56,138,2020,08,0,2
051,West Mifflin,202008,SAT.,0.7021,2855,5,5112.912,366,2020,08,4,0
051,West Mifflin,202008,SAT.,0.7021,2855,5,1704.304,122,2020,08,4,0
051,West Mifflin,202008,SUN.,0.6341,1942,5,3440.898,246,2020,08,4,1
051,West Mifflin,202008,SUN.,0.6341,1942,5,1146.966,82,2020,08,4,1
051,West Mifflin,202008,WEEKDAY,0.7405,3722,21,3772.266,270,2020,08,4,2
051,West Mifflin,202008,WEEKDAY,0.7405,3722,21,2003.766,206,2020,08,4,2
053,West Mifflin,202008,SAT.,0.6941,232,5,921.825,102,2020,08,4,0
053,West Mifflin,202008,SAT.,0.6941,232,5,307.275,34,2020,08,4,0
053,West Mifflin,202008,SUN.,0.713,102,5,488.025,54,2020,08,4,1
053,West Mifflin,202008,SUN.,0.713,102,5,162.675,18,2020,08,4,1
054,Ross,202008,SAT.,0.5958,1123,5,2850.192,243,2020,08,3,0
054,Ross,202008,SAT.,0.5958,1123,5,950.064,81,2020,08,3,0
054,Ross,202008,SUN.,0.6281,569,5,1548.954,132,2020,08,3,1
054,Ross,202008,SUN.,0.6281,569,5,516.318,44,2020,08,3,1
054,Ross,202008,WEEKDAY,0.6203,1553,21,3079.638,261,2020,08,3,2
054,Ross,202008,WEEKDAY,0.6203,1553,21,1340.536,114,2020,08,3,2
055,West Mifflin,202008,SAT.,0.7825,552,5,3084.75,108,2020,08,4,0
055,West Mifflin,202008,SAT.,0.7825,552,5,1028.25,36,2020,08,4,0
055,West Mifflin,202008,SUN.,0.7411,487,5,2913.375,102,2020,08,4,1
055,West Mifflin,202008,SUN.,0.7411,487,5,971.125,34,2020,08,4,1
055,West Mifflin,202008,WEEKDAY,0.7776,651,21,3084.75,108,2020,08,4,2
055,West Mifflin,202008,WEEKDAY,0.7776,651,21,1028.25,36,2020,08,4,2
056,West Mifflin,202008,SAT.,0.6238,379,5,1621.443,102,2020,08,4,0
056,West Mifflin,202008,SAT.,0.6238,379,5,540.481,34,2020,08,4,0
056,West Mifflin,202008,SUN.,0.7343,313,5,1526.064,96,2020,08,4,1
056,West Mifflin,202008,SUN.,0.7343,313,5,508.688,32,2020,08,4,1
056,West Mifflin,202008,WEEKDAY,0.6688,663,21,2289.096,144,2020,08,4,2
056,West Mifflin,202008,WEEKDAY,0.6688,663,21,931.133,60,2020,08,4,2
057,West Mifflin,202008,SAT.,0.5868,452,5,1049.94,114,2020,08,4,0
057,West Mifflin,202008,SAT.,0.5868,452,5,349.98,38,2020,08,4,0
057,West Mifflin,202008,SUN.,0.6614,347,5,994.68,108,2020,08,4,1
057,West Mifflin,202008,SUN.,0.6614,347,5,331.56,36,2020,08,4,1
057,West Mifflin,202008,WEEKDAY,0.6629,581,21,1270.98,138,2020,08,4,2
057,West Mifflin,202008,WEEKDAY,0.6629,581,21,571.02,62,2020,08,4,2
058,East Liberty,202008,SAT.,0.6835,93,5,689.112,72,2020,08,1,0
058,East Liberty,202008,SAT.,0.6835,93,5,229.704,24,2020,08,1,0
058,East Liberty,202008,SUN.,0.9149,68,5,516.834,54,2020,08,1,1
058,East Liberty,202008,SUN.,0.9149,68,5,172.278,18,2020,08,1,1
058,East Liberty,202008,WEEKDAY,0.6506,260,21,1091.094,114,2020,08,1,2
058,East Liberty,202008,WEEKDAY,0.6506,260,21,497.692,52,2020,08,1,2
059,West Mifflin,202008,SAT.,0.6649,1313,5,3842.91,108,2020,08,4,0
059,West Mifflin,202008,SAT.,0.6649,1313,5,1278.09,36,2020,08,4,0
059,West Mifflin,202008,SUN.,0.6533,889,5,2988.93,84,2020,08,4,1
059,West Mifflin,202008,SUN.,0.6533,889,5,994.07,28,2020,08,4,1
059,West Mifflin,202008,WEEKDAY,0.6963,1357,21,4056.405,114,2020,08,4,2
059,West Mifflin,202008,WEEKDAY,0.6963,1357,21,1349.095,38,2020,08,4,2
006,Ross,202008,SAT.,0.7841,269,5,471.072,96,2020,08,3,0
006,Ross,202008,SAT.,0.7841,269,5,157.024,32,2020,08,3,0
006,Ross,202008,SUN.,0.6712,259,5,471.072,96,2020,08,3,1
006,Ross,202008,SUN.,0.6712,259,5,157.024,32,2020,08,3,1
006,Ross,202008,WEEKDAY,0.7947,531,21,721.44,147,2020,08,3,2
006,Ross,202008,WEEKDAY,0.7947,531,21,309.104,63,2020,08,3,2
064,East Liberty/West Mifflin,202008,SAT.,0.646,876,5,1050.6705,111,2020,08,2,0
064,East Liberty/West Mifflin,202008,SAT.,0.646,876,5,350.2235,37,2020,08,2,0
064,East Liberty/West Mifflin,202008,SUN.,0.6485,558,5,653.1195,69,2020,08,2,1
064,East Liberty/West Mifflin,202008,SUN.,0.6485,558,5,217.7065,23,2020,08,2,1
064,East Liberty/West Mifflin,202008,WEEKDAY,0.7456,924,21,1135.86,120,2020,08,2,2
064,East Liberty/West Mifflin,202008,WEEKDAY,0.7456,924,21,378.62,40,2020,08,2,2
065,West Mifflin,202008,WEEKDAY,0.7791,56,21,370.446,66,2020,08,4,2
065,West Mifflin,202008,WEEKDAY,0.7791,56,21,130.551,23,2020,08,4,2
067,East Liberty,202008,SAT.,0.493,436,5,1913.844,99,2020,08,1,0
067,East Liberty,202008,SAT.,0.493,436,5,634.273,33,2020,08,1,0
067,East Liberty,202008,SUN.,0.6553,279,5,1451.691,78,2020,08,1,1
067,East Liberty,202008,SUN.,0.6553,279,5,481.202,26,2020,08,1,1
067,East Liberty,202008,WEEKDAY,0.6075,714,21,3048.663,183,2020,08,1,2
067,East Liberty,202008,WEEKDAY,0.6075,714,21,1010.831,61,2020,08,1,2
069,East Liberty,202008,SAT.,0.7004,196,5,845.889,66,2020,08,1,0
069,East Liberty,202008,SAT.,0.7004,196,5,281.963,22,2020,08,1,0
069,East Liberty,202008,SUN.,0.6636,155,5,768.99,60,2020,08,1,1
069,East Liberty,202008,SUN.,0.6636,155,5,256.33,20,2020,08,1,1
069,East Liberty,202008,WEEKDAY,0.6217,610,21,2809.851,153,2020,08,1,2
069,East Liberty,202008,WEEKDAY,0.6217,610,21,936.617,51,2020,08,1,2
007,Ross,202008,WEEKDAY,0.6965,57,21,202.464,36,2020,08,3,2
007,Ross,202008,WEEKDAY,0.6965,57,21,68.43,12,2020,08,3,2
071,East Liberty,202008,WEEKDAY,0.7881,51,21,274.617,42,2020,08,1,2
071,East Liberty,202008,WEEKDAY,0.7881,51,21,91.539,14,2020,08,1,2
074,East Liberty,202008,SAT.,0.6299,245,5,1205.82,132,2020,08,1,0
074,East Liberty,202008,SAT.,0.6299,245,5,401.94,44,2020,08,1,0
074,East Liberty,202008,WEEKDAY,0.5972,373,21,1139.637,117,2020,08,1,2
074,East Liberty,202008,WEEKDAY,0.5972,373,21,544.055,55,2020,08,1,2
075,East Liberty,202008,SAT.,0.685,855,5,1851.69,168,2020,08,1,0
075,East Liberty,202008,SAT.,0.685,855,5,617.23,56,2020,08,1,0
075,East Liberty,202008,SUN.,0.6651,671,5,1585.998,144,2020,08,1,1
075,East Liberty,202008,SUN.,0.6651,671,5,528.666,48,2020,08,1,1
075,East Liberty,202008,WEEKDAY,0.7304,1383,21,2420.535,216,2020,08,1,2
075,East Liberty,202008,WEEKDAY,0.7304,1383,21,1020.5,94,2020,08,1,2
077,East Liberty,202008,SAT.,0.6252,637,5,1383.312,114,2020,08,1,0
077,East Liberty,202008,SAT.,0.6252,637,5,461.104,38,2020,08,1,0
077,East Liberty,202008,SUN.,0.6679,448,5,1211.442,102,2020,08,1,1
077,East Liberty,202008,SUN.,0.6679,448,5,403.814,34,2020,08,1,1
077,East Liberty,202008,WEEKDAY,0.5923,1044,21,3756.672,186,2020,08,1,2
077,East Liberty,202008,WEEKDAY,0.5923,1044,21,1252.224,62,2020,08,1,2
079,East Liberty,202008,SAT.,0.5833,463,5,1285.683,189,2020,08,1,0
079,East Liberty,202008,SAT.,0.5833,463,5,428.561,63,2020,08,1,0
079,East Liberty,202008,SUN.,0.5709,460,5,934.692,105,2020,08,1,1
079,East Liberty,202008,SUN.,0.5709,460,5,311.564,35,2020,08,1,1
079,East Liberty,202008,WEEKDAY,0.7402,651,21,959.388,117,2020,08,1,2
079,East Liberty,202008,WEEKDAY,0.7402,651,21,511.479,78,2020,08,1,2
008,Ross,202008,SAT.,0.6885,904,5,1760.724,216,2020,08,3,0
008,Ross,202008,SAT.,0.6885,904,5,586.908,72,2020,08,3,0
008,Ross,202008,SUN.,0.7075,534,5,1121.007,138,2020,08,3,1
008,Ross,202008,SUN.,0.7075,534,5,373.669,46,2020,08,3,1
008,Ross,202008,WEEKDAY,0.7599,1417,21,1899.651,234,2020,08,3,2
008,Ross,202008,WEEKDAY,0.7599,1417,21,1152.963,142,2020,08,3,2
081,West Mifflin,202008,SAT.,0.6298,547,5,879.624,144,2020,08,4,0
081,West Mifflin,202008,SAT.,0.6298,547,5,293.208,48,2020,08,4,0
081,West Mifflin,202008,SUN.,0.6593,355,5,623.067,102,2020,08,4,1
081,West Mifflin,202008,SUN.,0.6593,355,5,207.689,34,2020,08,4,1
081,West Mifflin,202008,WEEKDAY,0.7118,823,21,1172.832,192,2020,08,4,2
081,West Mifflin,202008,WEEKDAY,0.7118,823,21,390.944,64,2020,08,4,2
082,East Liberty,202008,SAT.,0.5926,1541,5,1766.808,240,2020,08,1,0
082,East Liberty,202008,SAT.,0.5926,1541,5,588.936,80,2020,08,1,0
082,East Liberty,202008,SUN.,0.5435,1119,5,1678.098,228,2020,08,1,1
082,East Liberty,202008,SUN.,0.5435,1119,5,559.366,76,2020,08,1,1
082,East Liberty,202008,WEEKDAY,0.6902,2108,21,1192.437,162,2020,08,1,2
082,East Liberty,202008,WEEKDAY,0.6902,2108,21,765.828,104,2020,08,1,2
083,West Mifflin,202008,SAT.,0.581,933,5,1253.148,174,2020,08,4,0
083,West Mifflin,202008,SAT.,0.581,933,5,417.716,58,2020,08,4,0
083,West Mifflin,202008,SUN.,0.6017,570,5,777.816,108,2020,08,4,1
083,West Mifflin,202008,SUN.,0.6017,570,5,259.272,36,2020,08,4,1
