ridership_route_code,current_garage,year_month,day_type,on_time_percent,avg_riders,day_count,daily_trip_dist,daily_trip_count,year,month,current_garage_code,day_type_code
061A,West Mifflin,201708,SUN.,0.6385,2278,4,748.576,64,2017,08,4,1
061B,West Mifflin,201708,WEEKDAY,0.5999,3842,23,1093.374,114,2017,08,4,2
061B,West Mifflin,201708,SAT.,0.678,2357,4,939.918,98,2017,08,4,0
061B,West Mifflin,201708,SUN.,0.6756,1855,4,633.006,66,2017,08,4,1
061C,West Mifflin,201708,WEEKDAY,0.5463,6160,23,1712.451,114,2017,08,4,2
061C,West Mifflin,201708,SAT.,0.5386,4626,4,1412.021,94,2017,08,4,0
061C,West Mifflin,201708,SUN.,0.4329,3449,4,991.419,66,2017,08,4,1
061D,West Mifflin,201708,WEEKDAY,0.6341,4814,23,1223.222,131,2017,08,4,2
061D,West Mifflin,201708,SAT.,0.6592,3066,4,912.916,92,2017,08,4,0
061D,West Mifflin,201708,SUN.,0.6129,2179,4,575.534,58,2017,08,4,1
064,East Liberty/West Mifflin,201708,WEEKDAY,0.7037,1864,23,378.6,40,2017,08,2,2
064,East Liberty/West Mifflin,201708,SAT.,0.6389,1892,4,350.205,37,2017,08,2,0
064,East Liberty/West Mifflin,201708,SUN.,0.7079,1275,4,217.695,23,2017,08,2,1
065,West Mifflin,201708,WEEKDAY,0.6382,343,23,118.802,26,2017,08,4,2
067,East Liberty,201708,WEEKDAY,0.6025,2029,23,1002.93,58,2017,08,1,2
067,East Liberty,201708,SAT.,0.6566,925,4,468.27,39,2017,08,1,0
067,East Liberty,201708,SUN.,0.5,416,4,299.649,22,2017,08,1,1
068,East Liberty,201708,WEEKDAY,0.7617,318,23,203.552,17,2017,08,1,2
068,East Liberty,201708,SAT.,0.6422,456,4,239.5,20,2017,08,1,0
068,East Liberty,201708,SUN.,0.7183,256,4,167.65,14,2017,08,1,1
069,East Liberty,201708,WEEKDAY,0.5771,1593,23,832.979,46,2017,08,1,2
069,East Liberty,201708,SAT.,0.585,362,4,279.433,22,2017,08,1,0
069,East Liberty,201708,SUN.,0.672,288,4,254.03,20,2017,08,1,1
071,East Liberty,201708,WEEKDAY,0.6563,98,23,91.511,14,2017,08,1,2
071A,East Liberty,201708,WEEKDAY,0.5894,5319,23,972.433,146,2017,08,1,2
071A,East Liberty,201708,SAT.,0.6053,2682,4,559.482,84,2017,08,1,0
071A,East Liberty,201708,SUN.,0.6568,1870,4,346.346,52,2017,08,1,1
071B,East Liberty,201708,WEEKDAY,0.6344,4362,23,925.974,134,2017,08,1,2
071B,East Liberty,201708,SAT.,0.7179,2063,4,513.114,76,2017,08,1,0
071B,East Liberty,201708,SUN.,0.6215,1520,4,337.575,50,2017,08,1,1
071C,East Liberty,201708,WEEKDAY,0.5283,5355,23,1131.904,128,2017,08,1,2
071C,East Liberty,201708,SAT.,0.6197,3168,4,636.696,72,2017,08,1,0
071C,East Liberty,201708,SUN.,0.5495,2216,4,424.464,48,2017,08,1,1
071D,East Liberty,201708,WEEKDAY,0.5982,4082,23,1104.093,134,2017,08,1,2
071D,East Liberty,201708,SAT.,0.6551,1904,4,642.681,78,2017,08,1,0
071D,East Liberty,201708,SUN.,0.6062,1547,4,444.933,54,2017,08,1,1
074,East Liberty,201708,WEEKDAY,0.6947,955,23,544.109,55,2017,08,1,2
074,East Liberty,201708,SAT.,0.5636,519,4,401.962,44,2017,08,1,0
075,East Liberty,201708,WEEKDAY,0.6558,2982,23,904.922,84,2017,08,1,2
075,East Liberty,201708,SAT.,0.6306,1593,4,591.307,54,2017,08,1,0
075,East Liberty,201708,SUN.,0.5605,1359,4,528.549,48,2017,08,1,1
077,East Liberty,201708,WEEKDAY,0.5738,2403,23,1254.54,67,2017,08,1,2
077,East Liberty,201708,SAT.,0.5405,1283,4,493.014,47,2017,08,1,0
077,East Liberty,201708,SUN.,0.5373,724,4,405.684,38,2017,08,1,1
078,East Liberty,201708,WEEKDAY,0.7359,146,23,129.546,12,2017,08,1,2
079,East Liberty,201708,WEEKDAY,0.6845,1016,23,511.532,78,2017,08,1,2
079,East Liberty,201708,SAT.,0.5961,788,4,428.61,63,2017,08,1,0
079,East Liberty,201708,SUN.,0.577,447,4,311.598,35,2017,08,1,1
081,West Mifflin,201708,WEEKDAY,0.6405,1760,23,399.072,64,2017,08,4,2
081,West Mifflin,201708,SAT.,0.5354,902,4,299.304,48,2017,08,4,0
081,West Mifflin,201708,SUN.,0.6986,627,4,212.007,34,2017,08,4,1
082,East Liberty,201708,WEEKDAY,0.5317,4066,23,759.572,104,2017,08,1,2
082,East Liberty,201708,SAT.,0.5162,2738,4,584.12,80,2017,08,1,0
082,East Liberty,201708,SUN.,0.6153,2090,4,554.788,76,2017,08,1,1
083,West Mifflin,201708,WEEKDAY,0.6384,2296,23,442.959,62,2017,08,4,2
083,West Mifflin,201708,SAT.,0.6094,1470,4,414.381,58,2017,08,4,0
083,West Mifflin,201708,SUN.,0.6573,939,4,257.202,36,2017,08,4,1
086,East Liberty,201708,WEEKDAY,0.5667,2924,23,760.455,86,2017,08,1,2
086,East Liberty,201708,SAT.,0.5296,2574,4,795.825,90,2017,08,1,0
086,East Liberty,201708,SUN.,0.6164,1845,4,565.92,64,2017,08,1,1
087,East Liberty,201708,WEEKDAY,0.7005,2690,23,807.019,102,2017,08,1,2
087,East Liberty,201708,SAT.,0.6944,627,4,346.258,44,2017,08,1,0
087,East Liberty,201708,SUN.,0.6984,235,4,125.912,16,2017,08,1,1
088,East Liberty,201708,WEEKDAY,0.6193,3131,23,651.335,112,2017,08,1,2
088,East Liberty,201708,SAT.,0.6099,1627,4,488.354,84,2017,08,1,0
088,East Liberty,201708,SUN.,0.7756,1240,4,427.9,74,2017,08,1,1
089,East Liberty,201708,WEEKDAY,0.6754,382,23,156.377,46,2017,08,1,2
089,East Liberty,201708,SAT.,0.6955,299,4,149.578,44,2017,08,1,0
089,East Liberty,201708,SUN.,0.6254,137,4,115.583,34,2017,08,1,1
091,Ross,201708,WEEKDAY,0.6541,4477,23,1525.974,145,2017,08,3,2
091,Ross,201708,SAT.,0.732,2185,4,845.166,84,2017,08,3,0
091,Ross,201708,SUN.,0.5342,1256,4,576.274,54,2017,08,3,1
093,West Mifflin,201708,WEEKDAY,0.6755,1473,23,624.283,58,2017,08,4,2
G2,Collier,201708,WEEKDAY,0.6686,3795,23,1416.779,182,2017,08,0,2
G2,Collier,201708,SAT.,0.6956,1116,4,498.208,64,2017,08,0,0
G2,Collier,201708,SUN.,0.8547,798,4,498.208,64,2017,08,0,1
G3,Collier,201708,WEEKDAY,0.6681,913,23,815.433,45,2017,08,0,2
G31,Collier,201708,WEEKDAY,0.7207,605,23,297.48,24,2017,08,0,2
O1,Ross,201708,WEEKDAY,0.7166,1103,23,283.099,42,2017,08,3,2
O12,Ross,201708,WEEKDAY,0.5992,1473,23,649.981,53,2017,08,3,2
O5,Ross,201708,WEEKDAY,0.691,130,23,100.713,6,2017,08,3,2
P1,East Liberty,201708,WEEKDAY,0.8197,10886,23,2364.47,254,2017,08,1,2
P1,East Liberty,201708,SAT.,0.7021,5518,4,1095.736,116,2017,08,1,0
P1,East Liberty,201708,SUN.,0.7096,3732,4,850.14,90,2017,08,1,1
P10,East Liberty,201708,WEEKDAY,0.5671,715,23,556.695,18,2017,08,1,2
P12,East Liberty,201708,WEEKDAY,0.6588,1214,23,831.415,38,2017,08,1,2
P13,Ross,201708,WEEKDAY,0.677,299,23,204.407,14,2017,08,3,2
P16,East Liberty,201708,WEEKDAY,0.6829,925,23,552.531,28,2017,08,1,2
P17,East Liberty,201708,WEEKDAY,0.6961,384,23,156.52,14,2017,08,1,2
P2,East Liberty,201708,WEEKDAY,0.8406,1478,23,308.014,42,2017,08,1,2
P3,West Mifflin,201708,WEEKDAY,0.7992,2129,23,904.26,115,2017,08,4,2
P67,East Liberty,201708,WEEKDAY,0.6495,459,23,276.872,19,2017,08,1,2
P68,East Liberty,201708,WEEKDAY,0.6799,869,23,442.29,29,2017,08,1,2
P69,East Liberty,201708,WEEKDAY,0.6251,283,23,151.976,12,2017,08,1,2
P7,West Mifflin,201708,WEEKDAY,0.6171,785,23,488.504,29,2017,08,4,2
P71,East Liberty,201708,WEEKDAY,0.6798,569,23,258.697,27,2017,08,1,2
P76,West Mifflin,201708,WEEKDAY,0.5643,1029,23,536.135,34,2017,08,4,2
P78,East Liberty,201708,WEEKDAY,0.5655,1043,23,563.92,36,2017,08,1,2
Y1,West Mifflin,201708,WEEKDAY,0.7046,708,23,274.618,29,2017,08,4,2
Y45,West Mifflin,201708,WEEKDAY,0.6863,270,23,162.459,20,2017,08,4,2
Y46,West Mifflin,201708,WEEKDAY,0.7143,1863,23,1248.417,66,2017,08,4,2
Y46,West Mifflin,201708,SAT.,0.606,949,4,664.777,34,2017,08,4,0
Y46,West Mifflin,201708,SUN.,0.7034,772,4,624.865,32,2017,08,4,1
Y47,West Mifflin,201708,WEEKDAY,0.6049,1083,23,656.472,48,2017,08,4,2
Y47,West Mifflin,201708,SAT.,0.6841,496,4,437.648,32,2017,08,4,0
Y49,West Mifflin,201708,WEEKDAY,0.6785,1364,23,649.848,48,2017,08,4,2
Y49,West Mifflin,201708,SAT.,0.6229,737,4,433.232,32,2017,08,4,0
Y49,West Mifflin,201708,SUN.,0.6171,459,4,297.847,22,2017,08,4,1
001,Ross,201709,WEEKDAY,0.6019,1818,20,1157.271,47,2017,09,3,2
001,Ross,201709,WEEKDAY,0.6019,1818,20,1160.218,47,2017,09,3,2
001,Ross,201709,SAT.,0.5052,1413,5,739.02,30,2017,09,3,0
001,Ross,201709,SAT.,0.5052,1413,5,741.099,30,2017,09,3,0
001,Ross,201709,SUN.,0.4825,1040,5,642.124,26,2017,09,3,1
001,Ross,201709,SUN.,0.4825,1040,5,642.127,26,2017,09,3,1
002,Ross,201709,WEEKDAY,0.4611,1014,20,1036.655,54,2017,09,3,2
002,Ross,201709,WEEKDAY,0.4611,1014,20,1043.949,54,2017,09,3,2
004,Ross,201709,WEEKDAY,0.5771,737,20,283.652,46,2017,09,3,2
004,Ross,201709,WEEKDAY,0.5771,737,20,351.923,46,2017,09,3,2
004,Ross,201709,SAT.,0.6523,268,5,198.913,26,2017,09,3,0
004,Ross,201709,SAT.,0.6523,268,5,198.913,26,2017,09,3,0
006,Ross,201709,WEEKDAY,0.773,1227,20,316.359,63,2017,09,3,2
006,Ross,201709,WEEKDAY,0.773,1227,20,316.359,63,2017,09,3,2
006,Ross,201709,SAT.,0.5654,520,5,160.656,32,2017,09,3,0
006,Ross,201709,SAT.,0.5654,520,5,160.656,32,2017,09,3,0
006,Ross,201709,SUN.,0.7276,488,5,160.656,32,2017,09,3,1
007,Ross,201709,WEEKDAY,0.6825,151,20,67.482,12,2017,09,3,2
007,Ross,201709,WEEKDAY,0.6825,151,20,67.482,12,2017,09,3,2
008,Ross,201709,WEEKDAY,0.7638,3632,20,1141.532,142,2017,09,3,2
008,Ross,201709,WEEKDAY,0.7638,3632,20,1141.532,142,2017,09,3,2
008,Ross,201709,SAT.,0.7184,1769,5,580.722,72,2017,09,3,0
008,Ross,201709,SAT.,0.7184,1769,5,580.722,72,2017,09,3,0
008,Ross,201709,SUN.,0.7244,1208,5,369.966,46,2017,09,3,1
011,Ross,201709,WEEKDAY,0.7647,573,20,194.6,50,2017,09,3,2
011,Ross,201709,WEEKDAY,0.7647,573,20,194.6,50,2017,09,3,2
011,Ross,201709,SAT.,0.7527,233,5,101.192,26,2017,09,3,0
011,Ross,201709,SAT.,0.7527,233,5,101.192,26,2017,09,3,0
011,Ross,201709,SUN.,0.7364,157,5,70.056,18,2017,09,3,1
012,Ross,201709,WEEKDAY,0.6286,1094,20,653.756,38,2017,09,3,2
012,Ross,201709,WEEKDAY,0.6286,1094,20,653.756,38,2017,09,3,2
012,Ross,201709,SAT.,0.5245,1269,5,824.6,48,2017,09,3,0
012,Ross,201709,SAT.,0.5245,1269,5,824.6,48,2017,09,3,0
012,Ross,201709,SUN.,0.614,852,5,681.801,39,2017,09,3,1
013,Ross,201709,WEEKDAY,0.6132,2271,20,836.58,86,2017,09,3,2
013,Ross,201709,WEEKDAY,0.6132,2271,20,836.71,86,2017,09,3,2
013,Ross,201709,SAT.,0.6096,1470,5,719.08,74,2017,09,3,0
013,Ross,201709,SAT.,0.6096,1470,5,719.08,74,2017,09,3,0
013,Ross,201709,SUN.,0.723,833,5,409.17,42,2017,09,3,1
014,Ross,201709,WEEKDAY,0.7277,1336,20,1232.556,74,2017,09,3,2
014,Ross,201709,WEEKDAY,0.7277,1336,20,1232.556,74,2017,09,3,2
014,Ross,201709,SAT.,0.6928,642,5,566.083,34,2017,09,3,0
014,Ross,201709,SAT.,0.6928,642,5,566.083,34,2017,09,3,0
014,Ross,201709,SUN.,0.7478,455,5,499.485,30,2017,09,3,1
015,Ross,201709,WEEKDAY,0.7484,1144,20,332.191,59,2017,09,3,2
015,Ross,201709,WEEKDAY,0.7484,1144,20,332.191,59,2017,09,3,2
015,Ross,201709,SAT.,0.759,862,5,281.575,50,2017,09,3,0
015,Ross,201709,SAT.,0.759,862,5,281.575,50,2017,09,3,0
015,Ross,201709,SUN.,0.7514,467,5,180.208,32,2017,09,3,1
016,Ross,201709,WEEKDAY,0.6864,4103,20,988.89,140,2017,09,3,2
016,Ross,201709,WEEKDAY,0.6864,4103,20,988.89,140,2017,09,3,2
016,Ross,201709,SAT.,0.6181,2251,5,649.842,92,2017,09,3,0
016,Ross,201709,SAT.,0.6181,2251,5,649.842,92,2017,09,3,0
016,Ross,201709,SUN.,0.6916,1571,5,508.572,72,2017,09,3,1
017,Ross,201709,WEEKDAY,0.7149,1287,20,601.326,66,2017,09,3,2
017,Ross,201709,WEEKDAY,0.7149,1287,20,601.326,66,2017,09,3,2
017,Ross,201709,SAT.,0.6871,577,5,400.884,44,2017,09,3,0
017,Ross,201709,SAT.,0.6871,577,5,400.884,44,2017,09,3,0
017,Ross,201709,SUN.,0.7075,643,5,400.884,44,2017,09,3,1
018,Ross,201709,WEEKDAY,0.8114,110,20,69.386,23,2017,09,3,2
018,Ross,201709,WEEKDAY,0.8114,110,20,69.386,23,2017,09,3,2
019L,Ross,201709,WEEKDAY,0.6682,664,20,203.823,21,2017,09,3,2
019L,Ross,201709,WEEKDAY,0.6682,664,20,203.823,21,2017,09,3,2
020,Collier,201709,WEEKDAY,0.7262,639,20,645.519,42,2017,09,0,2
020,Collier,201709,WEEKDAY,0.7262,639,20,645.519,42,2017,09,0,2
021,Collier,201709,WEEKDAY,0.6648,1483,20,855.713,61,2017,09,0,2
021,Collier,201709,WEEKDAY,0.6648,1483,20,855.713,61,2017,09,0,2
021,Collier,201709,SAT.,0.6987,721,5,541.861,38,2017,09,0,0
021,Collier,201709,SAT.,0.6987,721,5,541.861,38,2017,09,0,0
021,Collier,201709,SUN.,0.6243,422,5,313.709,22,2017,09,0,1
022,Collier,201709,WEEKDAY,0.7124,833,20,403.121,46,2017,09,0,2
022,Collier,201709,WEEKDAY,0.7124,833,20,403.121,46,2017,09,0,2
022,Collier,201709,SAT.,0.7742,457,5,227.851,26,2017,09,0,0
022,Collier,201709,SAT.,0.7742,457,5,227.851,26,2017,09,0,0
024,Collier,201709,WEEKDAY,0.6684,1728,20,761.255,60,2017,09,0,2
024,Collier,201709,WEEKDAY,0.6684,1728,20,761.255,60,2017,09,0,2
024,Collier,201709,SAT.,0.7008,1374,5,654.28,44,2017,09,0,0
024,Collier,201709,SAT.,0.7008,1374,5,654.28,44,2017,09,0,0
024,Collier,201709,SUN.,0.665,1045,5,565.06,38,2017,09,0,1
026,Collier,201709,WEEKDAY,0.7708,1090,20,494.542,70,2017,09,0,2
026,Collier,201709,WEEKDAY,0.7708,1090,20,494.576,70,2017,09,0,2
026,Collier,201709,SAT.,0.7758,605,5,254.762,36,2017,09,0,0
026,Collier,201709,SAT.,0.7758,605,5,254.582,36,2017,09,0,0
026,Collier,201709,SUN.,0.7195,392,5,198.038,28,2017,09,0,1
027,Collier,201709,WEEKDAY,0.7461,1305,20,541.302,66,2017,09,0,2
027,Collier,201709,WEEKDAY,0.7461,1305,20,540.966,66,2017,09,0,2
027,Collier,201709,SAT.,0.7375,711,5,278.09,34,2017,09,0,0
027,Collier,201709,SAT.,0.7375,711,5,278.303,34,2017,09,0,0
027,Collier,201709,SUN.,0.7088,534,5,262.342,32,2017,09,0,1
028X,East Liberty,201709,WEEKDAY,0.5541,1993,20,2068.04,80,2017,09,1,2
028X,East Liberty,201709,WEEKDAY,0.5541,1993,20,2068.04,80,2017,09,1,2
028X,East Liberty,201709,SAT.,0.6143,1623,5,2068.04,80,2017,09,1,0
028X,East Liberty,201709,SAT.,0.6143,1623,5,2068.04,80,2017,09,1,0
028X,East Liberty,201709,SUN.,0.6832,1468,5,2068.04,80,2017,09,1,1
029,Collier,201709,WEEKDAY,0.6173,883,20,650.898,36,2017,09,0,2
029,Collier,201709,WEEKDAY,0.6173,883,20,650.898,36,2017,09,0,2
031,Collier,201709,WEEKDAY,0.6725,1751,20,815.397,66,2017,09,0,2
031,Collier,201709,WEEKDAY,0.6725,1751,20,840.106,68,2017,09,0,2
031,Collier,201709,SAT.,0.6672,980,5,420.053,34,2017,09,0,0
031,Collier,201709,SAT.,0.6672,980,5,420.053,34,2017,09,0,0
031,Collier,201709,SUN.,0.7725,676,5,395.344,32,2017,09,0,1
036,Collier,201709,WEEKDAY,0.6522,619,20,425.796,42,2017,09,0,2
036,Collier,201709,WEEKDAY,0.6522,619,20,425.796,42,2017,09,0,2
038,Collier,201709,WEEKDAY,0.622,2857,20,1269.159,124,2017,09,0,2
038,Collier,201709,WEEKDAY,0.622,2857,20,1269.159,124,2017,09,0,2
038,Collier,201709,SAT.,0.6388,344,5,269.213,28,2017,09,0,0
038,Collier,201709,SAT.,0.6388,344,5,269.213,28,2017,09,0,0
038,Collier,201709,SUN.,0.6818,184,5,230.754,24,2017,09,0,1
039,Collier,201709,WEEKDAY,0.7925,1699,20,569.646,84,2017,09,0,2
039,Collier,201709,WEEKDAY,0.7925,1699,20,563.408,94,2017,09,0,2
039,Collier,201709,SAT.,0.7069,272,5,162.756,24,2017,09,0,0
039,Collier,201709,SAT.,0.7069,272,5,156.459,25,2017,09,0,0
040,Collier,201709,WEEKDAY,0.7606,637,20,272.496,48,2017,09,0,2
040,Collier,201709,WEEKDAY,0.7606,637,20,272.496,48,2017,09,0,2
040,Collier,201709,SAT.,0.7188,256,5,158.956,28,2017,09,0,0
040,Collier,201709,SAT.,0.7188,256,5,158.956,28,2017,09,0,0
040,Collier,201709,SUN.,0.8239,185,5,147.602,26,2017,09,0,1
041,Collier,201709,WEEKDAY,0.7153,1780,20,901.854,76,2017,09,0,2
041,Collier,201709,WEEKDAY,0.7153,1780,20,901.854,76,2017,09,0,2
041,Collier,201709,SAT.,0.6507,615,5,427.194,36,2017,09,0,0
041,Collier,201709,SAT.,0.6507,615,5,427.194,36,2017,09,0,0
041,Collier,201709,SUN.,0.64,342,5,284.796,24,2017,09,0,1
043,Collier,201709,WEEKDAY,0.6248,734,20,224.642,44,2017,09,0,2
043,Collier,201709,WEEKDAY,0.6248,734,20,224.642,44,2017,09,0,2
043,Collier,201709,SAT.,0.6047,379,5,183.798,36,2017,09,0,0
043,Collier,201709,SAT.,0.6047,379,5,183.798,36,2017,09,0,0
043,Collier,201709,SUN.,0.5967,277,5,163.376,32,2017,09,0,1
044,Collier,201709,WEEKDAY,0.7407,1071,20,743.136,64,2017,09,0,2
044,Collier,201709,WEEKDAY,0.7407,1071,20,743.136,64,2017,09,0,2
044,Collier,201709,SAT.,0.7525,309,5,170.52,28,2017,09,0,0
044,Collier,201709,SAT.,0.7525,309,5,170.52,28,2017,09,0,0
044,Collier,201709,SUN.,0.7792,257,5,170.52,28,2017,09,0,1
048,Collier,201709,WEEKDAY,0.6738,3115,20,538.604,88,2017,09,0,2
048,Collier,201709,WEEKDAY,0.6738,3115,20,538.604,88,2017,09,0,2
048,Collier,201709,SAT.,0.633,1994,5,452.917,74,2017,09,0,0
048,Collier,201709,SAT.,0.633,1994,5,452.917,74,2017,09,0,0
048,Collier,201709,SUN.,0.7058,1122,5,269.302,44,2017,09,0,1
051,West Mifflin,201709,WEEKDAY,0.6464,8363,20,1989.698,206,2017,09,4,2
051,West Mifflin,201709,WEEKDAY,0.6464,8363,20,1990.186,206,2017,09,4,2
051,West Mifflin,201709,SAT.,0.6257,5520,5,1687.67,122,2017,09,4,0
051,West Mifflin,201709,SAT.,0.6257,5520,5,1688.412,122,2017,09,4,0
051,West Mifflin,201709,SUN.,0.5714,3660,5,1138.577,82,2017,09,4,1
051L,West Mifflin,201709,WEEKDAY,0.6784,712,20,122.263,26,2017,09,4,2
051L,West Mifflin,201709,WEEKDAY,0.6784,712,20,122.263,26,2017,09,4,2
052L,West Mifflin,201709,WEEKDAY,0.5857,457,20,218.452,20,2017,09,4,2
052L,West Mifflin,201709,WEEKDAY,0.5857,457,20,218.452,20,2017,09,4,2
053L,West Mifflin,201709,WEEKDAY,0.5705,1493,20,913.126,55,2017,09,4,2
053L,West Mifflin,201709,WEEKDAY,0.5705,1493,20,913.126,55,2017,09,4,2
054,Ross,201709,WEEKDAY,0.6499,4460,20,1376.747,114,2017,09,3,2
054,Ross,201709,WEEKDAY,0.6499,4460,20,1369.527,114,2017,09,3,2
054,Ross,201709,SAT.,0.5891,2769,5,970.692,81,2017,09,3,0
054,Ross,201709,SAT.,0.5891,2769,5,970.692,81,2017,09,3,0
054,Ross,201709,SUN.,0.6755,1285,5,527.564,44,2017,09,3,1
055,West Mifflin,201709,WEEKDAY,0.7257,1027,20,844.173,35,2017,09,4,2
055,West Mifflin,201709,WEEKDAY,0.7257,1027,20,980.796,35,2017,09,4,2
055,West Mifflin,201709,SAT.,0.682,711,5,844.173,35,2017,09,4,0
055,West Mifflin,201709,SAT.,0.682,711,5,980.796,35,2017,09,4,0
055,West Mifflin,201709,SUN.,0.7176,590,5,924.519,33,2017,09,4,1
056,West Mifflin,201709,WEEKDAY,0.5912,1760,20,931.534,60,2017,09,4,2
056,West Mifflin,201709,WEEKDAY,0.5912,1760,20,931.534,60,2017,09,4,2
056,West Mifflin,201709,SAT.,0.6834,796,5,475.082,34,2017,09,4,0
056,West Mifflin,201709,SAT.,0.6834,796,5,540.702,34,2017,09,4,0
056,West Mifflin,201709,SUN.,0.6717,631,5,508.896,32,2017,09,4,1
057,West Mifflin,201709,WEEKDAY,0.5852,1307,20,559.705,62,2017,09,4,2
057,West Mifflin,201709,WEEKDAY,0.5852,1307,20,559.705,62,2017,09,4,2
057,West Mifflin,201709,SAT.,0.4613,964,5,343.045,38,2017,09,4,0
057,West Mifflin,201709,SAT.,0.4613,964,5,343.045,38,2017,09,4,0
057,West Mifflin,201709,SUN.,0.6696,717,5,324.99,36,2017,09,4,1
058,East Liberty,201709,WEEKDAY,0.3682,995,20,591.682,52,2017,09,1,2
058,East Liberty,201709,WEEKDAY,0.3682,995,20,498.004,52,2017,09,1,2
058,East Liberty,201709,SAT.,0.5859,209,5,273.084,24,2017,09,1,0
058,East Liberty,201709,SAT.,0.5859,209,5,229.848,24,2017,09,1,0
058,East Liberty,201709,SUN.,0.5469,161,5,172.386,18,2017,09,1,1
059,West Mifflin,201709,WEEKDAY,0.6282,2202,20,1280.654,38,2017,09,4,2
059,West Mifflin,201709,WEEKDAY,0.6282,2202,20,1280.654,38,2017,09,4,2
059,West Mifflin,201709,SAT.,0.6754,1985,5,1212.351,36,2017,09,4,0
059,West Mifflin,201709,SAT.,0.6754,1985,5,1212.351,36,2017,09,4,0
059,West Mifflin,201709,SUN.,0.6838,1294,5,939.139,28,2017,09,4,1
060,West Mifflin,201709,WEEKDAY,0.8874,446,20,170.26,30,2017,09,4,2
060,West Mifflin,201709,WEEKDAY,0.8874,446,20,170.26,30,2017,09,4,2
061A,West Mifflin,201709,WEEKDAY,0.4793,5610,20,1263.222,108,2017,09,4,2
061A,West Mifflin,201709,WEEKDAY,0.4793,5610,20,1334.637,108,2017,09,4,2
061A,West Mifflin,201709,SAT.,0.5194,3815,5,1005.899,86,2017,09,4,0
061A,West Mifflin,201709,SAT.,0.5194,3815,5,1064.004,86,2017,09,4,0
061A,West Mifflin,201709,SUN.,0.5476,2964,5,792.021,64,2017,09,4,1
061B,West Mifflin,201709,WEEKDAY,0.4891,5006,20,1093.374,114,2017,09,4,2
061B,West Mifflin,201709,WEEKDAY,0.4891,5006,20,1170.789,114,2017,09,4,2
061B,West Mifflin,201709,SAT.,0.4662,3461,5,939.918,98,2017,09,4,0
061B,West Mifflin,201709,SAT.,0.4662,3461,5,1005.853,98,2017,09,4,0
061B,West Mifflin,201709,SUN.,0.6083,2349,5,678.876,66,2017,09,4,1
061C,West Mifflin,201709,WEEKDAY,0.5631,7108,20,1712.451,114,2017,09,4,2
061C,West Mifflin,201709,WEEKDAY,0.5631,7108,20,1712.451,114,2017,09,4,2
061C,West Mifflin,201709,SAT.,0.5123,5592,5,1412.021,94,2017,09,4,0
061C,West Mifflin,201709,SAT.,0.5123,5592,5,1412.021,94,2017,09,4,0
061C,West Mifflin,201709,SUN.,0.4575,4258,5,991.419,66,2017,09,4,1
061D,West Mifflin,201709,WEEKDAY,0.5665,6517,20,1223.222,131,2017,09,4,2
061D,West Mifflin,201709,WEEKDAY,0.5665,6517,20,1223.222,131,2017,09,4,2
061D,West Mifflin,201709,SAT.,0.5574,4208,5,912.916,92,2017,09,4,0
061D,West Mifflin,201709,SAT.,0.5574,4208,5,912.916,92,2017,09,4,0
061D,West Mifflin,201709,SUN.,0.5176,3170,5,575.534,58,2017,09,4,1
064,East Liberty/West Mifflin,201709,WEEKDAY,0.662,1822,20,378.6,40,2017,09,2,2
064,East Liberty/West Mifflin,201709,WEEKDAY,0.662,1822,20,378.6,40,2017,09,2,2
064,East Liberty/West Mifflin,201709,SAT.,0.6987,1955,5,350.205,37,2017,09,2,0
064,East Liberty/West Mifflin,201709,SAT.,0.6987,1955,5,350.205,37,2017,09,2,0
064,East Liberty/West Mifflin,201709,SUN.,0.703,1242,5,217.695,23,2017,09,2,1
065,West Mifflin,201709,WEEKDAY,0.6183,413,20,118.802,26,2017,09,4,2
065,West Mifflin,201709,WEEKDAY,0.6183,413,20,118.802,26,2017,09,4,2
067,East Liberty,201709,WEEKDAY,0.6501,2497,20,1002.93,58,2017,09,1,2
067,East Liberty,201709,WEEKDAY,0.6501,2497,20,1002.93,58,2017,09,1,2
067,East Liberty,201709,SAT.,0.645,881,5,468.27,39,2017,09,1,0
067,East Liberty,201709,SAT.,0.645,881,5,468.27,39,2017,09,1,0
067,East Liberty,201709,SUN.,0.6659,348,5,299.649,22,2017,09,1,1
068,East Liberty,201709,WEEKDAY,0.7402,302,20,203.552,17,2017,09,1,2
068,East Liberty,201709,WEEKDAY,0.7402,302,20,203.552,17,2017,09,1,2
068,East Liberty,201709,SAT.,0.7219,472,5,239.5,20,2017,09,1,0
068,East Liberty,201709,SAT.,0.7219,472,5,239.5,20,2017,09,1,0
068,East Liberty,201709,SUN.,0.6649,244,5,167.65,14,2017,09,1,1
069,East Liberty,201709,WEEKDAY,0.5903,1751,20,832.979,46,2017,09,1,2
069,East Liberty,201709,WEEKDAY,0.5903,1751,20,832.979,46,2017,09,1,2
069,East Liberty,201709,SAT.,0.6283,407,5,279.433,22,2017,09,1,0
069,East Liberty,201709,SAT.,0.6283,407,5,279.433,22,2017,09,1,0
069,East Liberty,201709,SUN.,0.6279,291,5,254.03,20,2017,09,1,1
071,East Liberty,201709,WEEKDAY,0.7845,103,20,91.511,14,2017,09,1,2
071,East Liberty,201709,WEEKDAY,0.7845,103,20,91.511,14,2017,09,1,2
